ACTION,Herd,BC Herd,Year,Official Survey Timing,"Survey Count (KMB = SO, Total count) OTC",MinCount (KMB = Minimum # known alive),NFG,NFG-Reason,Use for trend? (KMB - BPV?),"Estimate (MC, eg JHE)","Parameter Method (JHE, mark resight etc)",LCL-90%,UCL-90%,CV,SCF,N collar available,N collars detected,"KMB = Observed sample count, OSC; Min count (survey for recruitment - cannot be used for trend analyses in the IPM or otherwise)",N. Calves (OTC),N. Calves (Min # Known Alive),N. Calves (OSC),Percent calves- free ranging (OTC),Percent calves- free ranging (Min # Known Alive),Percent calves- including penned calves,N. Adult F (OTC),N. Adult F (Min # Known Alive),N. Adult F (OSC),N. Adult M (OTC),N. Adult M (Min # Known Alive),N. Adult M (OSC),N. Adult (Sex Unclassified) (OTC),N. Adult (Sex Unclassified) (Min # Known Alive),N. Adult (Sex Unclassified) (OSC),Unclassified Life Stage and Sex (OTC),Unclassified Life Stage and Sex (Min # Known Alive),Unclassified Life Stage and Sex (OSC),Yrling - Unclas Sex (OTC),Yrling - Unclas Sex (Min # Known Alive),Yrling - Unclas Sex (OSC),Who entered the data?,Relevant Notes in Original Data,Notes in Original Data on MNKA/ Estimate/ Parameter Method,Survey Type (s),Additional Notes
,Banff,Banff,2002,Winter,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2003,Winter,4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2004,Winter,5,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2005,Winter,6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2006,Winter,5,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2007,Winter,5,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Banff,Banff,2008,Winter,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,1994,Winter,39,NA,,NA,"MC, OTC",39,JHE,39,100,NA,1,2,2,NA,6,NA,NA,,,,NA,NA,NA,1,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,BM,"MC/OTC - Data update: Dodd (2017) report lists an estimate of 40 (rounded), updated to be the survey estimate of 39","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1995,Winter,12,NA,Y,"""Observation conditions were poor to moderate with 100% high overcast""",NA,24,JHE,13,302,NA,0.5,2,1,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,BM,Observation conditions were poor to moderate with 100% high overcast,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1996,Winter,15,NA,Y,"""Poor survey conditions""",NA,47,JHE,NA,NA,NA,0,2,0,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,BM,Poor survey conditions,"""No confidence limits given [for MC-JHE]"" // BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1997,Winter,50,NA,,NA,"MC, OTC",50,JHE,50,129,NA,1,2,2,NA,10,NA,NA,,,,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2000,Winter,38,NA,,NA,"MC, OTC",57,JHE,39,231,NA,0.667,3,2,NA,4,NA,NA,,,,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2001,Winter,35,NA,,NA,"MC, OTC",35,JHE,35,65,NA,1,3,3,NA,9,NA,NA,,,,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1993,Winter,16,NA,Y,"""Squalls moving through the area, medium to poor observing conditions""",NA,21,JHE,17,53,NA,0.75,4,3,NA,5,NA,NA,,,,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Squalls moving through the area, medium to poor observing conditions","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1998,Winter,26,NA,Y,"""Moderate to poor observing conditions with high overcast skies""","MC, OTC",32,JHE,27,66,NA,0.8,5,4,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,BM,Moderate to poor observing conditions with high overcast skies,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1999,Winter,20,NA,Y,No count or estimate has the Best Parameter Value flag...,NA,50,JHE,26,237,NA,0.4,5,2,NA,5,NA,NA,,,,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2002,Winter,41,NA,,NA,"MC, OTC",61,JHE,45,141,NA,0.667,6,4,NA,7,NA,NA,,,,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2004,Winter,32,NA,,NA,"MC, OTC",55,JHE,38,134,NA,0.571,7,4,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2005,Winter,44,NA,,NA,"MC, OTC",44,JHE,44,56,NA,1,7,7,NA,9,NA,NA,,,,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,2006,Winter,51,NA,,NA,"MC, OTC",51,JHE,45,83,NA,0.857,7,6,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Barkerville,Barkerville,1987,Winter,33,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,1988,Winter,38,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,1989,Winter,37,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,1991,Winter,31,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,1992,Winter,27,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,22,NA,NA,2,NA,NA,NA,NA,NA,BM,,,,
,Barkerville,Barkerville,2011,Winter,60,NA,,NA,"MC, OTC",85,SCF,NA,NA,NA,0.709,NA,NA,NA,13,NA,NA,,,,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.,,,
,Barkerville,Barkerville,2012,Winter,75,NA,,NA,"MC, OTC",88,SCF,NA,NA,NA,0.857,NA,NA,NA,9,NA,NA,,,,NA,NA,NA,NA,NA,NA,65,NA,NA,1,NA,NA,NA,NA,NA,BM,"2012  Barkerville block had high sightability, such that experienced surveyors indicated sightability was comparable to Wells Gray North. Increased survey intensity in one area of the Barkerville block resulted in group of 19 caribou being counted that normally would have gone undetected in low elevation, valley bottom forest.","Sightability was comparable to the Stevenson and Junction blocks where a sightability correction factor was derived from the average from annual sightability between 1996-2006; Data update: Dodd (2017) report lists an estimate of 90 (rounded), updated to be the survey estimate of 88 (pers comm, Dodd, 2021)",,
,Barkerville,Barkerville,2013,Winter,16,20,Y,"""2013 surveys should be interpreted with caution for both Wells Gray North and Barkerville herds. Survey was not Ministry-led but was externally contracted; the survey quality may have been compromised [...] Barkerville block had extremely low sightability.  """,NA,23,SCF,NA,NA,NA,0.709,NA,NA,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,BM,"2013 surveys should be interpreted with caution for both Wells Gray North and Barkerville herds. Survey was not Ministry-led but was externally contracted; the survey quality may have been compromised by weather, snow conditions, surveyor inexperience, pilot inexperience, and lack of familiarity with survey area/methodology/caribou trailing. Barkerville block had extremely low sightability.  ",Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty. // MNKA: Observed count (16) plus 4 estimated from tracks // SCF-adjusted count (23) plus 4 estimated from tracks; Data Update: calculation of population estimate was standardized across years to 1) exclude rounding of survey estimate and 2) not include track counts in the SCF adjusted survey estimate,,
,Barkerville,Barkerville,2016,Winter,51,NA,,NA,"MC, OTC",72,SCF,NA,NA,NA,0.709,NA,NA,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.,,,
,Barkerville,Barkerville,2018,Winter,41,NA,,NA,"MC, OTC",58,SCF,NA,NA,NA,0.709,NA,NA,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty,,,
,Barkerville,Barkerville,2020,Winter,46,NA,,NA,"MC, OTC",65,SCF,NA,NA,NA,0.709,NA,NA,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty,,,
,Brazeau,Brazeau,1993,October,31,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,9,,,,,,13,,,8,,,,,,,,,1,,,LN,,,,
,Brazeau,Brazeau,1996,October,8,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,1,,,,,,1,,,3,,,1,,,,,,2,,,LN,,,,
,Brazeau,Brazeau,1998,October,16,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,3,,,,,,8,,,5,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2000,October,14,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,3,,,,,,6,,,5,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2001,October,6,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,0,,,,,,1,,,5,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2016,October,7,7,,NA,NA,NA,,,,,,0,0,,2,,,,,,4,,,1,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2017,October,8,8,,NA,NA,NA,,,,,,0,0,,2,,,,,,3,,,3,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2018,October,10,10,,NA,NA,NA,,,,,,0,0,,2,,,,,,3,,,4,,,,,,,,,1,,,LN,,,,
,Brazeau,Brazeau,2019,October,8,8,,NA,NA,NA,,,,,,0,0,,2,,,,,,2,,,3,,,1,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2020,October,7,7,,NA,NA,NA,,,,,,0,0,,1,,,,,,2,,,4,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2003,October,16,16,,NA,NA,20.6,,,,,,1,1,,4,,,,,,6,,,5,,,,,,,,,1,,,LN,,,,
,Brazeau,Brazeau,2014,October,7,9,,NA,NA,NA,,,,,,1,0,,1,,,,,,4,,,2,,,,,,,,,,,,LN,Telem found additional 2: 1AF; 1ca,,,
,Brazeau,Brazeau,2015,October,12,12,,NA,NA,NA,,,,,,1,1,,3,,,,,,5,,,4,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2004,October,17,22,,NA,NA,36.7,,,,,,2,1,,4,,,,,,7,,,4,,,2,,,,,,,,,LN,"additional 5 found with telem post-survey: 1u/c ad, 1am, 2af, 1ca",,,
,Brazeau,Brazeau,2013,October,3,13,,NA,NA,NA,,,,,,2,0,,0,,,,,,2,,,0,,,,,,,,,1,,,LN,Telem found additional 10: 4AF; 2AM; 4ca,,,
,Brazeau,Brazeau,2005,October,24,24,,NA,NA,36.4,,,,,,3,3,,3,,,,,,11,,,8,,,,,,,,,2,,,LN,,,,
,Brazeau,Brazeau,2009,October,9,9,,NA,NA,9,,,,,,3,3,,2,,,,,,4,,,2,,,,,,,,,1,,,LN,,,,
,Brazeau,Brazeau,2010,October,6,8,,NA,NA,8.8,,,,,,3,2,,1,,,,,,4,,,1,,,,,,,,,,,,LN,additional 2 (cow/ca) found with telem post-survey,,,
,Brazeau,Brazeau,2012,October,0,12,,NA,NA,NA,,,,,,3,0,,0,,,,,,0,,,0,,,,,,,,,,,,LN,All needed telem to find: 5AF; 2AM; 1yly; 4ca,,,
,Brazeau,Brazeau,2008,October,13,13,,NA,NA,14.6,,,,,,4,4,,3,,,,,,5,,,5,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2011,October,11,11,,NA,NA,11,,,,,,4,4,,3,,,,,,5,,,3,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,2006,October,17,18,,NA,NA,23.6,,,,,,5,4,,3,,,,,,6,,,8,,,,,,,,,,,,LN,additional 1cow found with telem after,,,
,Brazeau,Brazeau,2007,October,20,20,,NA,NA,21.1,,,,,,5,5,,3,,,,,,10,,,7,,,,,,,,,,,,LN,,,,
,Brazeau,Brazeau,1988,October,NA,39,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,2,,,,,,16,,,9,,,9,,,,,,3,,,LN,,,,
,Burnt Pine,Burnt Pine,2010,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,,,,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2005,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,,,,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2009,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,,,,NA,NA,3,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2004,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,2,,,,NA,NA,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2003,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,2,,,,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2006,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,2,,,,NA,NA,2,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2008,Winter,13,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,,,,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2012,Winter,1,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2002,Winter,20,NA,,Unable to survey entire area properly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,BM,Unable to survey entire area properly due to poor survey conditions (high winds) // Low confidence in count as surveyors were unable to survey entire area properly.,,,
,Burnt Pine,Burnt Pine,2011,Winter,5,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Burnt Pine,Burnt Pine,2014,Winter,1,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"No more females, therefore herd functionally extirpated",,,
,Central Rockies,Central Rockies,2002,Winter,5,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,,,,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Central Rockies,Central Rockies,1997,Winter,17,21,,NA,MNKA,NA,NA,NA,NA,NA,NA,5,5,NA,1,NA,NA,,,,4,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA: Observed survey count plus 4 estimated from tracks,,
,Central Rockies,Central Rockies,1995,Winter,19,25,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,7,NA,NA,11,NA,NA,NA,NA,NA,BM,,MNKA: Observed survey count plus 6 estimated from tracks,,
,Central Rockies,Central Rockies,2004,Winter,0,1,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,One small group was observed in the area two weeks prior but was missed during the 2004 census,MNKA: Observed survey count plus 1 estimated from tracks,,
,Central Rockies,Central Rockies,2006,Winter,0,2,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA: Observed survey count plus 2 estimated from tracks,,
,Central Rockies,Central Rockies,2008,Winter,3,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Central Selkirks,Central Selkirks,2007,Winter,68,88,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,NA,NA,,,,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 20 estimated from tracks // Note (BM): OSC for individuals comes from ground winter survey on 10/7 in block TFL#23 which observed 7 tracks,,
,Central Selkirks,Central Selkirks,1977,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,BM,One time sighting (date unknown) of caribou group residing in Poplar Creek drainage; Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,,,
,Central Selkirks,Central Selkirks,1976,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,4,,,,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,BM,One time sighting (date unknown) of caribou group residing in Poplar Creek drainage; Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,,,
,Central Selkirks,Central Selkirks,1975,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,3,,,,NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,BM,One time sighting (date unknown) of caribou group residing in Poplar Creek drainage; Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,,,
,Central Selkirks,Central Selkirks,1974,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,3,,,,NA,NA,NA,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,BM,One time sighting (date unknown) of caribou group residing in Poplar Creek drainage; Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,,,
,Central Selkirks,Central Selkirks,2008,Winter,96,102,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,26,13,NA,NA,,,,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,"MNKA: Observed count plus 6 estimated from tracks // Note (BM): OSC for individuals comes from ground winter survey on 1/6 in block TFL#23 which observed 1 track, ground winter survey on 1/25 in block TFL#23 which observed 26 tracks, and ground winter survey on 2/19 in block TFL#23 which observed 17 tracks. I entered the maximum value from these 3 partial surveys.",,
,Central Selkirks,Central Selkirks,2019,Winter,24,25,,NA,MNKA,24,JHE,24,34,NA,NA,5,5,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,Note (BM): Confidence level for JHE estimate is 95% // MNKA: Observed count plus 1 estimated from tracks,,
,Central Selkirks,Central Selkirks,2018,Winter,31,NA,,NA,MC,31,JHE,31,38,NA,NA,8,8,NA,4,NA,NA,,,,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,Note (BM): Confidence level for JHE estimate is 95%,,
,Central Selkirks,Central Selkirks,2002,Winter,93,97,,NA,MC,139,JHE,104,264,NA,NA,9,6,NA,16,NA,NA,,,,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 4 estimated from tracks,,
,Central Selkirks,Central Selkirks,2016,Winter,35,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,9,NA,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,BM,9 collared animals released in March 2017,,,
,Central Selkirks,Central Selkirks,2021,Winter,28,NA,,NA,OTC,NA,NA,NA,NA,NA,1,9,9,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Central Selkirks,Central Selkirks,1996,Winter,208,224,,NA,MC,225,JHE,209,293,NA,NA,13,12,NA,23,NA,NA,,,,165,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 16 estimated from tracks,,
,Central Selkirks,Central Selkirks,1999,Winter,177,194,,NA,MC,214,JHE,187,289,NA,NA,17,14,NA,13,NA,NA,,,,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 17 estimated from tracks,,
,Central Selkirks,Central Selkirks,1997,Winter,222,231,,NA,MC,254,JHE,244,293,NA,NA,23,22,NA,17,NA,NA,,,,NA,NA,NA,NA,NA,NA,94,NA,NA,11,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 17 estimated from tracks,,
,Central Selkirks,Central Selkirks,1994,Winter,148,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,,,,NA,NA,NA,28,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks. // No official population estimate generated due to variability in counts between years,,,
,Central Selkirks,Central Selkirks,1995,Winter,67,81,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,,,,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,BM,Caribou observations were redistributed for Duncan and Nakusp blocks (Central Selkirks) using block boundaries established in 2020 because the survey block boundaries changed multiple times over years; caribou groups were inconsistently associated with Duncan and Nakusp blocks.,MNKA: Observed count plus 14 estimated from tracks; No official population estimate generated due to variability in counts between years,,
